,phrase,label,sentiment,subjectivity,language,count
Deutsche Umwelthilfe,Deutsche Umwelthilfe,ORG,-0.35,0.0,de,2
Lyft,Lyft,ORG,0.35,0.0,de,2
Covestro,Covestro,ORG,-0.5,0.0,de,2
Eon,Eon,ORG,-0.5,0.0,de,2
DWD,DWD,ORG,1.0,0.0,de,2
Werder Bremen,Werder Bremen,ORG,0.0,0.0,de,2
Leibniz-Instituts für Wirtschaftsforschung Halle,Leibniz-Instituts für Wirtschaftsforschung Halle,ORG,-0.5,0.0,de,2
IWH,IWH,ORG,-0.5,0.0,de,2
Deutsche Wetterdienst,Deutsche Wetterdienst,ORG,1.0,0.0,de,2
Gazprom Germania,Gazprom Germania,ORG,0.0,0.0,de,2
EU-Ministerin,EU-Ministerin,ORG,0.09999999999999998,0.125,de,2
NATO-Staaten,NATO-Staaten,ORG,0.0,0.0,de,2
Verband GIE,Verband GIE,ORG,1.0,0.0,de,2
Bund,Bund,ORG,-1.0,0.0,de,2
Gaspreisbremse.,Gaspreisbremse.,ORG,0.35,0.25,de,2
DAX-Konzern,DAX-Konzern,ORG,-0.7,0.0,de,2
Containerterminal-Deal,Containerterminal-Deal,ORG,-1.0,0.0,de,2
Ruhrgas AG,Ruhrgas AG,ORG,0.0,0.0,de,2
europäische Gasbörse,europäische Gasbörse,ORG,0.0,0.0,de,2
Dänische Behörde:,Dänische Behörde:,ORG,0.0,0.0,de,2
Euro-Zone,Euro-Zone,ORG,0.0,0.0,de,2
Rewe,Rewe,ORG,0.0,0.0,de,2
"Gruppe ""Letzte Generation"" für Aufsehen.","Gruppe ""Letzte Generation"" für Aufsehen.",ORG,0.7,0.0,de,2
Bundesamtes für Bevölkerungsschutz und Katastrophenhilfe.,Bundesamtes für Bevölkerungsschutz und Katastrophenhilfe.,ORG,0.0,0.0,de,2
die Grünen,die Grünen,ORG,0.5,0.0,de,2
Bundesamt für Bevölkerungsschutz,Bundesamt für Bevölkerungsschutz,ORG,0.0,0.0,de,2
Deutschen zum Energiesparen.,Deutschen zum Energiesparen.,ORG,0.0,0.0,de,2
Niedersachsens SPD-Ministerpräsident,Niedersachsens SPD-Ministerpräsident,ORG,0.0,0.0,de,2
Staatsministeriums für Heimat,Staatsministeriums für Heimat,ORG,0.0,0.5,de,2
VPN-Netzwerken,VPN-Netzwerken,ORG,0.0,0.0,de,2
OECD,OECD,ORG,0.5,0.0,de,2
Europäischen Union.,Europäischen Union.,ORG,0.0,0.0,de,2
"Wirtschaftsstandorts Bayern"".","Wirtschaftsstandorts Bayern"".",ORG,0.0,0.0,de,2
Milliardenbeträge,Milliardenbeträge,ORG,0.0,0.0,de,2
Totalenergies,Totalenergies,ORG,0.0,0.0,de,2
"Foto: dpa)
Berlin","Foto: dpa)
Berlin",ORG,0.0,0.0,de,2
Katholische Kirche,Katholische Kirche,ORG,0.5,0.0,de,2
FDP-Chef,FDP-Chef,ORG,-0.15000000000000002,0.0,de,2
Japan.,Japan.,ORG,0.0,0.0,de,2
Funk Atomschläge,Funk Atomschläge,ORG,0.0,0.0,de,2
Apple,Apple,ORG,0.07500000000000001,0.0,de,2
russische Marine,russische Marine,ORG,0.0,0.0,de,2
Aldi Nord,Aldi Nord,ORG,0.7,0.0,de,2
Erdgasspeicher,Erdgasspeicher,ORG,0.0,0.0,de,2
ÖFB-Star,ÖFB-Star,ORG,0.39999999999999997,0.0,de,2
Real Madrid,Real Madrid,ORG,0.825,0.0,de,2
Vereinigung der bayerischen Wirtschaft,Vereinigung der bayerischen Wirtschaft,ORG,0.0,0.0,de,2
Sicherheitsbereitschaft,Sicherheitsbereitschaft,ORG,0.0,0.0,de,2
EU-Klimaziele,EU-Klimaziele,ORG,0.0,0.0,de,2
Opec,Opec,ORG,0.0,0.0,de,2
Berliner Hertie School,Berliner Hertie School,ORG,0.0,0.0,de,2
Schweizer Nationalmannschaft,Schweizer Nationalmannschaft,ORG,0.85,0.0,de,2
Kommunen,Kommunen,ORG,0.0,0.0,de,2
Pipeline Nord Stream 2,Pipeline Nord Stream 2,ORG,0.0,0.0,de,2
SPD-Chef,SPD-Chef,ORG,0.7,0.0,de,2
Tages: Nachhaltige,Tages: Nachhaltige,ORG,1.0,0.0,de,2
deutschen Ostseeküste.,deutschen Ostseeküste.,ORG,0.0,0.0,de,2
Hamburg Energie,Hamburg Energie,ORG,-1.0,0.0,de,2
Europas,Europas,ORG,0.0,0.0,de,2
TTF,TTF,ORG,-0.35,0.0,de,2
Umweltschützern.,Umweltschützern.,ORG,0.7,0.0,de,2
Saudi Aramco,Saudi Aramco,ORG,0.0,0.5,de,2
E-Autos,E-Autos,ORG,1.0,0.0,de,2
Umwelt?,Umwelt?,ORG,0.0,0.0,de,2
Microsoft,Microsoft,ORG,0.35,0.0,de,2
Expertenkommission Gas und Wärme,Expertenkommission Gas und Wärme,ORG,0.0,0.0,de,2
VfL Bochum,VfL Bochum,ORG,0.35,0.0,de,2
| Euronews.,| Euronews.,ORG,0.0,0.0,de,2
Rekordinflation,Rekordinflation,ORG,0.0,0.0,de,2
Bundesliga-Profis,Bundesliga-Profis,ORG,0.85,0.0,de,2
Bundesbank,Bundesbank,ORG,0.35,0.0,de,2
Pipeline Nord Stream 1,Pipeline Nord Stream 1,ORG,0.0,0.5,de,2
Juso,Juso,ORG,0.7,0.0,de,1
"Internationale Reaktionen
Bundeskanzler","Internationale Reaktionen
Bundeskanzler",ORG,0.0,0.0,de,1
Deutschen: „You’ll never walk alone.,Deutschen: „You’ll never walk alone.,ORG,0.5,0.0,de,1
Deutschen:,Deutschen:,ORG,1.0,0.0,de,1
Hertha BSC.,Hertha BSC.,ORG,0.0,0.0,de,1
Hertha BSC,Hertha BSC,ORG,0.7,0.0,de,1
UniCredit,UniCredit,ORG,0.0,0.0,de,1
Bundesrepu…,Bundesrepu…,ORG,0.0,0.0,de,1
Cop27: Die globale Klimakonferenz,Cop27: Die globale Klimakonferenz,ORG,0.0,0.0,de,1
RB Leipzig.,RB Leipzig.,ORG,0.0,0.0,de,1
Ve…,Ve…,ORG,0.0,0.0,de,1
Hoffenheim,Hoffenheim,ORG,0.0,0.0,de,1
Leipzigern,Leipzigern,ORG,0.0,0.0,de,1
Jusos,Jusos,ORG,0.7,0.0,de,1
PC-Spiele,PC-Spiele,ORG,0.7,0.0,de,1
SPD-Basis,SPD-Basis,ORG,0.0,0.0,de,1
Putin-Versteherin</li><li>08:28,Putin-Versteherin</li><li>08:28,ORG,0.0,0.0,de,1
Energiepreisbremse.,Energiepreisbremse.,ORG,0.2333333333333333,0.0,de,1
Ölkonzerne,Ölkonzerne,ORG,0.0,0.0,de,1
Swingtanzen,Swingtanzen,ORG,0.7,0.0,de,1
Euro-Raum,Euro-Raum,ORG,-0.5,0.0,de,1
SPD-Konvent,SPD-Konvent,ORG,0.0,0.0,de,1
Schachtar Donezk,Schachtar Donezk,ORG,0.0,0.0,de,1
Milliardengewinne,Milliardengewinne,ORG,0.0,0.0,de,1
Organisation von Kundgebungen,Organisation von Kundgebungen,ORG,0.0,0.0,de,1
Bundesgesundheitsminister,Bundesgesundheitsminister,ORG,0.0,0.0,de,1
Fußball-Bundesliga: Borussia Dortmund,Fußball-Bundesliga: Borussia Dortmund,ORG,0.0,0.0,de,1
Milliarden-Inflati…,Milliarden-Inflati…,ORG,-0.7,0.0,de,1
Chemiekonzerns BASF.,Chemiekonzerns BASF.,ORG,0.7,0.0,de,1
Video: Scholz - Neue Gaskraftwerke,Video: Scholz - Neue Gaskraftwerke,ORG,0.0,0.0,de,1
Ruhrgas-Chef: „Putin,Ruhrgas-Chef: „Putin,ORG,0.7,0.0,de,1
Ostseepipelines Nord Stream 1,Ostseepipelines Nord Stream 1,ORG,-1.0,0.0,de,1
Börsengang.,Börsengang.,ORG,0.0,0.0,de,1
Weihnachtfeier…,Weihnachtfeier…,ORG,0.0,0.0,de,1
Foto: Hornung,Foto: Hornung,ORG,0.0,0.0,de,1
ÖlfeldDie,ÖlfeldDie,ORG,0.0,0.0,de,1
Europäische Ko…,Europäische Ko…,ORG,0.0,0.0,de,1
"Foto: Reuters)
Frankfurt","Foto: Reuters)
Frankfurt",ORG,0.7,0.0,de,1
FrankfurtDie,FrankfurtDie,ORG,0.7,0.0,de,1
Gaspreisbremse:,Gaspreisbremse:,ORG,0.0,0.0,de,1
Zehn-Prozent-Marke.,Zehn-Prozent-Marke.,ORG,0.0,0.0,de,1
Energiesparen: Tipps,Energiesparen: Tipps,ORG,0.0,0.0,de,1
Fracking-VorstoÃŸ,Fracking-VorstoÃŸ,ORG,0.0,0.0,de,1
Pantone,Pantone,ORG,-0.7,0.0,de,1
Standorterhalt.,Standorterhalt.,ORG,0.0,0.0,de,1
Deutsche Versicherer,Deutsche Versicherer,ORG,-0.85,0.0,de,1
US-Atomwaffen,US-Atomwaffen,ORG,-1.0,0.0,de,1
I…,I…,ORG,0.0,0.0,de,1
Mo…,Mo…,ORG,0.0,0.0,de,1
Bundeskanzleramt,Bundeskanzleramt,ORG,0.7,0.0,de,1
Notenbank Fed,Notenbank Fed,ORG,0.0,0.0,de,1
Eurowings,Eurowings,ORG,0.0,0.0,de,1
Heizölpreis-Prognose: Wird Heizöl,Heizölpreis-Prognose: Wird Heizöl,ORG,0.0,0.0,de,1
DU-Landesparteitag,DU-Landesparteitag,ORG,0.0,0.0,de,1
BWIHK-Präsident,BWIHK-Präsident,ORG,0.0,0.0,de,1
BWIHK-Präsident für rasche Soforthilfen für Unternehmen.,BWIHK-Präsident für rasche Soforthilfen für Unternehmen.,ORG,0.0,0.0,de,1
Atomkraft?,Atomkraft?,ORG,-1.0,0.0,de,1
Uber-Rivale Lyft,Uber-Rivale Lyft,ORG,0.0,0.0,de,1
Öl-Embargo,Öl-Embargo,ORG,0.0,0.0,de,1
Energiekrise: Uniper,Energiekrise: Uniper,ORG,0.0,0.0,de,1
US-Wirtschaft,US-Wirtschaft,ORG,1.0,0.0,de,1
Blu Vellelpellekl enl,Blu Vellelpellekl enl,ORG,0.0,0.0,de,1
G7 Ausnahmezust…,G7 Ausnahmezust…,ORG,0.0,0.0,de,1
Foto: Stefano Laura Münster,Foto: Stefano Laura Münster,ORG,0.0,0.0,de,1
Friedenssaals“,Friedenssaals“,ORG,0.7,0.0,de,1
Brüssel/Bonn,Brüssel/Bonn,ORG,0.0,0.0,de,1
BEZAHLBARE,BEZAHLBARE,ORG,1.0,0.0,de,1
CDU/CSU-Fraktion,CDU/CSU-Fraktion,ORG,0.0,0.0,de,1
Union im Bundestag,Union im Bundestag,ORG,0.0,0.0,de,1
MPK,MPK,ORG,0.0,0.0,de,1
Augsburg: Stadtsparkasse,Augsburg: Stadtsparkasse,ORG,0.0,0.0,de,1
Ukraine-Krieg,Ukraine-Krieg,ORG,0.0,0.0,de,1
Fraktionsvize Spahn,Fraktionsvize Spahn,ORG,-0.7,0.0,de,1
Gaspreisbremse: Jens Spahn,Gaspreisbremse: Jens Spahn,ORG,-1.0,0.0,de,1
LNG-TankerVor,LNG-TankerVor,ORG,0.0,0.0,de,1
Deutschen Welle | DW | 29.01.2022.,Deutschen Welle | DW | 29.01.2022.,ORG,0.0,0.0,de,1
Foto: ©,Foto: ©,ORG,0.0,0.0,de,1
GTT,GTT,ORG,0.7,0.0,de,1
UN-Klimakonferenz.,UN-Klimakonferenz.,ORG,0.0,0.0,de,1
Hans-Böckler-Stiftung,Hans-Böckler-Stiftung,ORG,0.0,0.0,de,1
Bündnis 90/Die Grünen,Bündnis 90/Die Grünen,ORG,0.7,0.0,de,1
Landtag:,Landtag:,ORG,0.0,0.0,de,1
Metallarbeiter streiken,Metallarbeiter streiken,ORG,0.0,0.0,de,1
"SPD: »Trotzig, selbstgerecht, überheblich«.","SPD: »Trotzig, selbstgerecht, überheblich«.",ORG,-1.0,0.0,de,1
Weltklimakonferenz: Baerbock: COP27,Weltklimakonferenz: Baerbock: COP27,ORG,0.0,0.0,de,1
Europäische Kommission,Europäische Kommission,ORG,-0.7,0.0,de,1
Der Energiemarkt,Der Energiemarkt,ORG,0.35,0.0,de,1
G20-Staaten,G20-Staaten,ORG,0.0,0.0,de,1
Ukraine-Krieg: G20,Ukraine-Krieg: G20,ORG,-1.0,0.0,de,1
FOCUS-online-Redakteur Thom…,FOCUS-online-Redakteur Thom…,ORG,0.0,0.0,de,1
UN-Klimakonferenz in Ägypten,UN-Klimakonferenz in Ägypten,ORG,0.0,0.0,de,1
Energiekrise: Bundesregierung,Energiekrise: Bundesregierung,ORG,0.7,0.0,de,1
G-20-Gipfels,G-20-Gipfels,ORG,0.0,0.0,de,1
Klimt-Werk,Klimt-Werk,ORG,0.0,0.0,de,1
Ministerrats: Bayern,Ministerrats: Bayern,ORG,0.0,0.0,de,1
Gaspreisbremse: Bundesregierung,Gaspreisbremse: Bundesregierung,ORG,0.0,0.0,de,1
IEA,IEA,ORG,0.0,0.0,de,1
Russland:,Russland:,ORG,0.0,0.0,de,1
Fah…,Fah…,ORG,0.0,0.0,de,1
ENTWICKLUNGEN,ENTWICKLUNGEN,ORG,0.0,0.0,de,1
DIE NEUSTEN,DIE NEUSTEN,ORG,0.0,0.0,de,1
Foto: IMAGO,Foto: IMAGO,ORG,0.0,0.0,de,1
deutschen Küste,deutschen Küste,ORG,0.0,0.0,de,1
Gazproms.,Gazproms.,ORG,0.0,0.0,de,1
Dezember-Abschlag,Dezember-Abschlag,ORG,1.0,0.0,de,1
Energiepreiskrise,Energiepreiskrise,ORG,0.0,0.0,de,1
Gaztransport &amp,Gaztransport &amp,ORG,0.0,0.0,de,1
Vo…,Vo…,ORG,0.7,0.0,de,1
Verband: Ohne Extremkälte,Verband: Ohne Extremkälte,ORG,1.0,0.0,de,1
Lu…,Lu…,ORG,0.0,0.0,de,1
"Zivilbevölkerung"" +++","Zivilbevölkerung"" +++",ORG,0.0,0.0,de,1
Kameruns Bayern-Star,Kameruns Bayern-Star,ORG,0.0,0.0,de,1
Männern des Jahres.,Männern des Jahres.,ORG,0.7999999999999999,0.0,de,1
Magazins GQ,Magazins GQ,ORG,0.7999999999999999,0.0,de,1
GQ“ zu den Männern des Jahres.,GQ“ zu den Männern des Jahres.,ORG,0.0,0.0,de,1
Männern des Jahres“,Männern des Jahres“,ORG,0.0,0.0,de,1
GQ“,GQ“,ORG,0.0,0.0,de,1
THC,THC,ORG,0.0,0.0,de,1
Lidl,Lidl,ORG,-1.0,0.0,de,1
deutsche Nationalmannschaft,deutsche Nationalmannschaft,ORG,0.0,0.0,de,1
WM!,WM!,ORG,0.0,0.0,de,1
Nationalmannschaft,Nationalmannschaft,ORG,0.0,0.0,de,1
Bayern!,Bayern!,ORG,0.0,0.0,de,1
BVB,BVB,ORG,0.0,0.0,de,1
Ukraine-Liveticker: Russland,Ukraine-Liveticker: Russland,ORG,0.0,0.0,de,1
LNG-Lieferungen.​,LNG-Lieferungen.​,ORG,0.7,0.0,de,1
Terror-Sponsor +++,Terror-Sponsor +++,ORG,0.0,0.0,de,1
"Zivilbevölkerung"" +++ Kiew","Zivilbevölkerung"" +++ Kiew",ORG,0.0,0.0,de,1
Europäischen Rates.,Europäischen Rates.,ORG,0.0,0.0,de,1
BBK: Blackout,BBK: Blackout,ORG,0.0,0.0,de,1
UN-Klimakonferenz: Staatengemeinschaft,UN-Klimakonferenz: Staatengemeinschaft,ORG,0.0,0.0,de,1
WHO,WHO,ORG,0.0,0.0,de,1
Soko »Club«,Soko »Club«,ORG,0.0,0.0,de,1
Polizei,Polizei,ORG,-0.85,0.0,de,1
Bundesamtes für Bevölkerungsschutz und Katas…,Bundesamtes für Bevölkerungsschutz und Katas…,ORG,0.0,0.0,de,1
"Bundesamtes für Bevölkerungsschutz und Katastrophenhilfe,","Bundesamtes für Bevölkerungsschutz und Katastrophenhilfe,",ORG,-0.7,0.0,de,1
Bundesamtes für Bevölkerungsschutz und Katastrophenhilfe,Bundesamtes für Bevölkerungsschutz und Katastrophenhilfe,ORG,0.0,0.0,de,1
Hö…,Hö…,ORG,0.0,0.0,de,1
Berliner Stromnetz,Berliner Stromnetz,ORG,0.0,0.0,de,1
Kältetanks für LNG-Schiffe.,Kältetanks für LNG-Schiffe.,ORG,0.0,0.0,de,1
Energieversorgers Süwag,Energieversorgers Süwag,ORG,0.0,0.0,de,1
Bloomberg Finance,Bloomberg Finance,ORG,0.0,0.0,de,1
Süwag,Süwag,ORG,0.0,0.0,de,1
Zentrum.,Zentrum.,ORG,0.0,0.0,de,1
G-20,G-20,ORG,0.0,0.0,de,1
Boxring,Boxring,ORG,0.0,0.0,de,1
OWM,OWM,ORG,0.0,0.0,de,1
Markenverband,Markenverband,ORG,0.0,0.0,de,1
Organisation Werbungtreibende,Organisation Werbungtreibende,ORG,0.0,0.0,de,1
"US-Midterms, Wirtschaftsweise","US-Midterms, Wirtschaftsweise",ORG,0.7,0.0,de,1
Abstiegskandidat Bochum.,Abstiegskandidat Bochum.,ORG,0.0,0.0,de,1
Bayern München,Bayern München,ORG,0.7,0.0,de,1
Fußball-Bundesliga: FC Bayern München,Fußball-Bundesliga: FC Bayern München,ORG,-0.7,0.0,de,1
Mané!,Mané!,ORG,0.0,0.0,de,1
Stadtwerke,Stadtwerke,ORG,-0.5,0.0,de,1
Shopping-Krise!,Shopping-Krise!,ORG,0.0,0.0,de,1
Entsprechend...,Entsprechend...,ORG,0.0,0.0,de,1
Silicon Valley.,Silicon Valley.,ORG,0.0,0.0,de,1
Tages: Klimarettung,Tages: Klimarettung,ORG,0.0,0.0,de,1
Kommissions-Vorschlags,Kommissions-Vorschlags,ORG,0.0,0.0,de,1
Österreich Werbung,Österreich Werbung,ORG,0.0,0.0,de,1
LNG-Schiffen,LNG-Schiffen,ORG,-0.7,0.0,de,1
"Bild: Letzte Generation
Themen des","Bild: Letzte Generation
Themen des",ORG,1.0,0.0,de,1
Foto: Mediathek,Foto: Mediathek,ORG,0.0,0.0,de,1
"Foto: IMAGO/MiS) 
FrankfurtDeutschland","Foto: IMAGO/MiS) 
FrankfurtDeutschland",ORG,0.0,0.0,de,1
EU-Ratspräsident,EU-Ratspräsident,ORG,0.0,0.0,de,1
"COP27, Deutschland","COP27, Deutschland",ORG,1.0,0.0,de,1
Ukraine:,Ukraine:,ORG,0.0,0.0,de,1
Meinungsforschungsinstituts Civey für uns…,Meinungsforschungsinstituts Civey für uns…,ORG,0.0,0.0,de,1
Umfrage: Blackout:,Umfrage: Blackout:,ORG,0.0,0.0,de,1
Tem…,Tem…,ORG,0.0,0.0,de,1
Ministeriums für den …,Ministeriums für den …,ORG,0.0,0.0,de,1
EU-Spitzen,EU-Spitzen,ORG,0.0,0.0,de,1
Protest: Demonstranten,Protest: Demonstranten,ORG,0.0,0.0,de,1
Russland</li><li>,Russland</li><li>,ORG,0.0,0.0,de,1
Union.,Union.,ORG,-1.0,0.0,de,1
Amazon: Sechs,Amazon: Sechs,ORG,0.0,0.0,de,1
Treuhänderschaft der Bundesnetzagentur.,Treuhänderschaft der Bundesnetzagentur.,ORG,0.0,0.0,de,1
Gazprom-Tochter.,Gazprom-Tochter.,ORG,0.0,0.0,de,1
Gasprom,Gasprom,ORG,-1.0,0.0,de,1
Wirtschaftsministerium…,Wirtschaftsministerium…,ORG,1.0,0.0,de,1
"Anruferkennung &amp; Blockierung""","Anruferkennung &amp; Blockierung""",ORG,0.85,0.0,de,1
Anruferkennung &amp;,Anruferkennung &amp;,ORG,0.85,0.0,de,1
Ze…,Ze…,ORG,0.0,0.0,de,1
Gesundheitsministerium in,Gesundheitsministerium in,ORG,0.0,0.0,de,1
Soziales: Armutskonferenz,Soziales: Armutskonferenz,ORG,0.0,0.0,de,1
"Illner: ""USA","Illner: ""USA",ORG,0.0,0.0,de,1
Fol…,Fol…,ORG,0.0,0.0,de,1
AKW-Unglück,AKW-Unglück,ORG,-0.5,0.0,de,1
Bürgergeld & Co.,Bürgergeld & Co.,ORG,0.0,0.0,de,1
Just Stop Oil,Just Stop Oil,ORG,0.0,0.0,de,1
Überragendes,Überragendes,ORG,0.0,0.0,de,1
IWH.,IWH.,ORG,0.0,0.0,de,1
die Grünen der Stadt Wolfratshausen,die Grünen der Stadt Wolfratshausen,ORG,0.7,0.0,de,1
LED,LED,ORG,0.7,0.0,de,1
Federal Reserve,Federal Reserve,ORG,0.7,0.0,de,1
Deutsche Wetterdienst.,Deutsche Wetterdienst.,ORG,0.0,0.0,de,1
Stadtpolizei Winterthur,Stadtpolizei Winterthur,ORG,0.0,0.0,de,1
GOGEL,GOGEL,ORG,0.7,0.0,de,1
Midterms,Midterms,ORG,0.85,0.0,de,1
US-Republikaner,US-Republikaner,ORG,-0.7,0.0,de,1
Kärntens Tourismusbetriebe bli…,Kärntens Tourismusbetriebe bli…,ORG,0.0,0.0,de,1
Hamburg Energie!,Hamburg Energie!,ORG,0.35,0.0,de,1
"Radio Lippe
</li><li>Extreme","Radio Lippe
</li><li>Extreme",ORG,0.35,0.0,de,1
Nord-Stream-Pipelines mitgesprengt.,Nord-Stream-Pipelines mitgesprengt.,ORG,0.0,0.0,de,1
US-Satelliten,US-Satelliten,ORG,-0.7,0.0,de,1
Moskaus,Moskaus,ORG,0.0,0.0,de,1
RP ONLINE.,RP ONLINE.,ORG,0.0,0.0,de,1
Ex-Bundesfinanzminister,Ex-Bundesfinanzminister,ORG,0.0,0.0,de,1
Tho…,Tho…,ORG,-0.5,0.0,de,1
