,phrase,label,sentiment,subjectivity,language,count
Winter: Warum,Winter: Warum,MISC,,,de,1
Deutschland: Sinken,Deutschland: Sinken,MISC,,,de,1
Rüstungsexporte: Gesetz mit Schlupflöchern.,Rüstungsexporte: Gesetz mit Schlupflöchern.,MISC,,,de,1
"| tagesschau.de  tagesschau.de
</li><li>""Noch","| tagesschau.de  tagesschau.de
</li><li>""Noch",MISC,,,de,1
Liveticker: +++ 16:01 Dnipro-Anwohner,Liveticker: +++ 16:01 Dnipro-Anwohner,MISC,,,de,1
Ukraine-Krieg +++,Ukraine-Krieg +++,MISC,0.0,0.0,de,1
Eurofighter Typhoon,Eurofighter Typhoon,MISC,,,de,1
Russlands Kampf,Russlands Kampf,MISC,,,de,1
Verteidigungsbereitschaft gegenüber China.,Verteidigungsbereitschaft gegenüber China.,MISC,,,de,1
Der Inhaber des Trigema-Konzerns,Der Inhaber des Trigema-Konzerns,MISC,,,de,1
"Sorry, Dein Thema","Sorry, Dein Thema",MISC,,,de,1
YouTube-Interview,YouTube-Interview,MISC,,,de,1
Energiemarkt.,Energiemarkt.,MISC,,,de,1
Black Weeks,Black Weeks,MISC,,,de,1
Gasprom,Gasprom,MISC,,,de,1
Staatsp…,Staatsp…,MISC,,,de,1
Du doch!,Du doch!,MISC,,,de,1
"Russische Invasion: ""Putin","Russische Invasion: ""Putin",MISC,,,de,1
Die Landesarmutskonferenz,Die Landesarmutskonferenz,MISC,,,de,1
Ritter und Bettler,Ritter und Bettler,MISC,,,de,1
Project,Project,MISC,,,de,1
demokratische,demokratische,MISC,,,de,1
Blackout-Ausrüstung,Blackout-Ausrüstung,MISC,,,de,1
Die alte Dame,Die alte Dame,MISC,,,de,1
Stuttgarter,Stuttgarter,MISC,,,de,1
Neuen Prognosen,Neuen Prognosen,MISC,,,de,1
Wetterlage im Ticker - Regen und Wolken,Wetterlage im Ticker - Regen und Wolken,MISC,,,de,1
Putins Terror-Krieg,Putins Terror-Krieg,MISC,,,de,1
Krieg +++,Krieg +++,MISC,,,de,1
COP27: Kein gutes Klima.,COP27: Kein gutes Klima.,MISC,,,de,1
Echte Kostenfalle:,Echte Kostenfalle:,MISC,,,de,1
Pariser Abkommens,Pariser Abkommens,MISC,,,de,1
"Krieg, Energiekrise, geplatzte","Krieg, Energiekrise, geplatzte",MISC,,,de,1
Promi-Tipps,Promi-Tipps,MISC,,,de,1
Ein Gastb…,Ein Gastb…,MISC,,,de,1
COP27: Warum,COP27: Warum,MISC,,,de,1
COP27: Die Weltklimakonferenz,COP27: Die Weltklimakonferenz,MISC,,,de,1
INTERAKTIV,INTERAKTIV,MISC,,,de,1
Deutsch: Ihr seid nicht,Deutsch: Ihr seid nicht,MISC,,,de,1
"Lesetipp
Lesetipps","Lesetipp
Lesetipps",MISC,,,de,1
Dezemberhilfe,Dezemberhilfe,MISC,,,de,1
Blackout in K…,Blackout in K…,MISC,,,de,1
"NACHRICHTEN
</li><li","NACHRICHTEN
</li><li",MISC,,,de,1
… ...,… ...,MISC,,,de,1
Schnäppchenpreis.,Schnäppchenpreis.,MISC,,,de,1
Krieg Ru…,Krieg Ru…,MISC,,,de,1
Ukrainischen,Ukrainischen,MISC,,,de,1
Schlacht in diesem Jahr,Schlacht in diesem Jahr,MISC,,,de,1
Xbox.,Xbox.,MISC,,,de,1
W…,W…,MISC,,,de,1
"Krieg, Energiekrise und Inflation","Krieg, Energiekrise und Inflation",MISC,,,de,1
COP27: Was,COP27: Was,MISC,,,de,1
Bundesländern.,Bundesländern.,MISC,,,de,1
Bremer Familie,Bremer Familie,MISC,,,de,1
Kriegseinsatz.,Kriegseinsatz.,MISC,,,de,1
Gasrabatt.,Gasrabatt.,MISC,,,de,1
Bundesländern:,Bundesländern:,MISC,,,de,1
Mars II,Mars II,MISC,,,de,1
ersten Winter,ersten Winter,MISC,,,de,1
Warmtanzen,Warmtanzen,MISC,,,de,1
"Wolodymyr, …","Wolodymyr, …",MISC,,,de,1
Preisbremse.,Preisbremse.,MISC,,,de,1
Krieg +++  n-tv,Krieg +++  n-tv,MISC,,,de,1
Jänner.,Jänner.,MISC,,,de,1
Deine Arbeit,Deine Arbeit,MISC,,,de,1
Nachts,Nachts,MISC,,,de,1
Zürcher,Zürcher,MISC,,,de,1
Nadine to Roxel,Nadine to Roxel,MISC,,,de,1
diesem Jahr markant,diesem Jahr markant,MISC,,,de,1
Schwarzach Antike,Schwarzach Antike,MISC,,,de,1
Google News Rassistischer Vorfall,Google News Rassistischer Vorfall,MISC,,,de,1
"Ukraine-Kriegs, der Energiekrise","Ukraine-Kriegs, der Energiekrise",MISC,,,de,1
Ki…,Ki…,MISC,,,de,1
Die letzten Spiele,Die letzten Spiele,MISC,,,de,1
ul><li>10:43,ul><li>10:43,MISC,,,de,1
Zusätz…,Zusätz…,MISC,,,de,1
Krieges in Europa dürf…,Krieges in Europa dürf…,MISC,,,de,1
Kar…,Kar…,MISC,,,de,1
Mi…,Mi…,MISC,,,de,1
Klimagipfel,Klimagipfel,MISC,,,de,1
Tomatensuppe,Tomatensuppe,MISC,,,de,1
"NTV Meißner
Heike Boes…","NTV Meißner
Heike Boes…",MISC,,,de,1
Das größte Problem,Das größte Problem,MISC,,,de,1
Herbstanfang,Herbstanfang,MISC,,,de,1
Schwabener Sonntagsbegegnungen: Waldsterben und anderes Versagen.,Schwabener Sonntagsbegegnungen: Waldsterben und anderes Versagen.,MISC,,,de,1
Energiespar-Trick:,Energiespar-Trick:,MISC,,,de,1
"Inhaltsverzeichnis
Überschattet von mehreren globalen Krisen","Inhaltsverzeichnis
Überschattet von mehreren globalen Krisen",MISC,,,de,1
Klimakonferenz COP27,Klimakonferenz COP27,MISC,,,de,1
OMVBis,OMVBis,MISC,,,de,1
IAN LANGSDON/EPA-EFE/Shutterstock,IAN LANGSDON/EPA-EFE/Shutterstock,MISC,,,de,1
Umstellungsprozesse,Umstellungsprozesse,MISC,,,de,1
The Coatinc CompanyDeutschlands,The Coatinc CompanyDeutschlands,MISC,,,de,1
Sparschwein.,Sparschwein.,MISC,,,de,1
The Coatinc Company: Warum Deutschlands,The Coatinc Company: Warum Deutschlands,MISC,,,de,1
Nov…,Nov…,MISC,,,de,1
Putins Krieg,Putins Krieg,MISC,,,de,1
Zur kalten Jahreszeit,Zur kalten Jahreszeit,MISC,,,de,1
Klimaretter,Klimaretter,MISC,,,de,1
Gasversorgungsbranche dazu neue Antworten.,Gasversorgungsbranche dazu neue Antworten.,MISC,,,de,1
Ibiza: Wenn Schiffe stranden – wer zahlt?,Ibiza: Wenn Schiffe stranden – wer zahlt?,MISC,,,de,1
Tempo-60-Abschnitten,Tempo-60-Abschnitten,MISC,,,de,1
Liveticker: +++ 12:35 Kuleba:,Liveticker: +++ 12:35 Kuleba:,MISC,,,de,1
"DeutschlandFoto: Dirk Sukow,","DeutschlandFoto: Dirk Sukow,",MISC,,,de,1
du dir,du dir,MISC,,,de,1
"Gas aus Norwegen: ""Wir","Gas aus Norwegen: ""Wir",MISC,,,de,1
Seien,Seien,MISC,,,de,1
Lohn,Lohn,MISC,,,de,1
"Tote bei Stadienbauten, Frauenunterdrückung, jetzt Verunglimpfung","Tote bei Stadienbauten, Frauenunterdrückung, jetzt Verunglimpfung",MISC,,,de,1
Nicht so schön,Nicht so schön,MISC,,,de,1
Pandemie und Krieg,Pandemie und Krieg,MISC,,,de,1
Schuldenstaaten.,Schuldenstaaten.,MISC,,,de,1
Fü…,Fü…,MISC,,,de,1
Eur…,Eur…,MISC,,,de,1
profil,profil,MISC,,,de,1
Gaspreis-Explosion.,Gaspreis-Explosion.,MISC,,,de,1
Gas-Notlage,Gas-Notlage,MISC,,,de,1
Ukraine-Krieg: Hohe Verluste,Ukraine-Krieg: Hohe Verluste,MISC,,,de,1
Depri-Stimmung.,Depri-Stimmung.,MISC,,,de,1
Bidens Inflation Reduction Act,Bidens Inflation Reduction Act,MISC,,,de,1
"WEB.DE News
</li><li>","WEB.DE News
</li><li>",MISC,,,de,1
Wende,Wende,MISC,,,de,1
"Ukraine: „Wahrheit, die man","Ukraine: „Wahrheit, die man",MISC,,,de,1
"Präventivhaft gegen ""Letzte Generation""","Präventivhaft gegen ""Letzte Generation""",MISC,,,de,1
Jahresbeginn?,Jahresbeginn?,MISC,,,de,1
SeeDer,SeeDer,MISC,,,de,1
Droht uns,Droht uns,MISC,,,de,1
Berlin:,Berlin:,MISC,0.0,0.0,de,1
Stalins Genozid,Stalins Genozid,MISC,,,de,1
Wechselduschen und Abhärten,Wechselduschen und Abhärten,MISC,,,de,1
Holodomor,Holodomor,MISC,,,de,1
russischen Militär,russischen Militär,MISC,,,de,1
Ein Flugdrache,Ein Flugdrache,MISC,,,de,1
Klimawende.,Klimawende.,MISC,,,de,1
Akku in Not?,Akku in Not?,MISC,,,de,1
Dezember-Soforthi…,Dezember-Soforthi…,MISC,,,de,1
Dezember-Soforthilfe,Dezember-Soforthilfe,MISC,,,de,1
EinfamilienhäusernDer,EinfamilienhäusernDer,MISC,,,de,1
So heizt Deutschland.,So heizt Deutschland.,MISC,,,de,1
WTO-Blockade,WTO-Blockade,MISC,,,de,1
WM-Aus,WM-Aus,MISC,,,de,1
WM in Katar.,WM in Katar.,MISC,,,de,1
Nächste Woche,Nächste Woche,MISC,,,de,1
Make America Great Again,Make America Great Again,MISC,,,de,1
US-Wahlen der vergangenen Jahre.,US-Wahlen der vergangenen Jahre.,MISC,,,de,1
Champions League,Champions League,MISC,,,de,1
Russische Trolle,Russische Trolle,MISC,,,de,1
US-Wahlen,US-Wahlen,MISC,,,de,1
WM 2022:,WM 2022:,MISC,,,de,1
Tisch si…,Tisch si…,MISC,,,de,1
Energiepreis-Wahnsinn.,Energiepreis-Wahnsinn.,MISC,,,de,1
lkleO,lkleO,MISC,,,de,1
LNG-Schiffe auf See,LNG-Schiffe auf See,MISC,,,de,1
Energieversorgung: Warten,Energieversorgung: Warten,MISC,,,de,1
Xbox,Xbox,MISC,,,de,1
Energ…,Energ…,MISC,,,de,1
Ampel und Union,Ampel und Union,MISC,,,de,1
Hartz-IV-Nachfolger,Hartz-IV-Nachfolger,MISC,,,de,1
Gas-Import,Gas-Import,MISC,,,de,1
China: Handelsmesse streicht Eröffnungsvideo,China: Handelsmesse streicht Eröffnungsvideo,MISC,,,de,1
Pascal Siggelkow.</em>,Pascal Siggelkow.</em>,MISC,,,de,1
Grüner Anstrich für graue GeldanlageIn,Grüner Anstrich für graue GeldanlageIn,MISC,,,de,1
Integration.,Integration.,MISC,,,de,1
ktleQtlek,ktleQtlek,MISC,,,de,1
Photovoltaik-Ausbau,Photovoltaik-Ausbau,MISC,,,de,1
Russlands brutalen Krieg,Russlands brutalen Krieg,MISC,,,de,1
"Klima-Versprechen: ""Täuschung der internationalen Öffentlichkeit""","Klima-Versprechen: ""Täuschung der internationalen Öffentlichkeit""",MISC,,,de,1
Hessen-Besuch,Hessen-Besuch,MISC,,,de,1
Thermo-Hygrometer k…,Thermo-Hygrometer k…,MISC,,,de,1
Acht Stunden am Tag,Acht Stunden am Tag,MISC,,,de,1
News im Überblick…,News im Überblick…,MISC,,,de,1
Gastkommentar – Homo oeconomicus:,Gastkommentar – Homo oeconomicus:,MISC,,,de,1
Jahr b…,Jahr b…,MISC,,,de,1
Treffen der Opec+,Treffen der Opec+,MISC,,,de,1
Miese LNG-Masche: Keine höheren Preise,Miese LNG-Masche: Keine höheren Preise,MISC,,,de,1
Potenzielle Nachfolge,Potenzielle Nachfolge,MISC,,,de,1
Liveticker: +++ 02:06,Liveticker: +++ 02:06,MISC,,,de,1
Vormonat.,Vormonat.,MISC,,,de,1
Verteilungsbericht 2022: Die Armut,Verteilungsbericht 2022: Die Armut,MISC,,,de,1
Trot…,Trot…,MISC,,,de,1
Allzeithoch.,Allzeithoch.,MISC,,,de,1
Fossilen,Fossilen,MISC,,,de,1
Angriff von Russland,Angriff von Russland,MISC,,,de,1
Solare,Solare,MISC,,,de,1
Gasliefervertrag,Gasliefervertrag,MISC,,,de,1
Krieg…,Krieg…,MISC,,,de,1
Tag am Schreibtisch,Tag am Schreibtisch,MISC,,,de,1
Gen…,Gen…,MISC,,,de,1
"Krieg, Coronafolgen","Krieg, Coronafolgen",MISC,,,de,1
"Energie.gv.at, auf der die Daten","Energie.gv.at, auf der die Daten",MISC,,,de,1
Krieg in de…,Krieg in de…,MISC,,,de,1
Schön wär's: Scholz,Schön wär's: Scholz,MISC,,,de,1
Energiekrise: Streit um,Energiekrise: Streit um,MISC,,,de,1
Senegal: Gas,Senegal: Gas,MISC,,,de,1
Wilderei im Kruger-Nationalpark: »Man,Wilderei im Kruger-Nationalpark: »Man,MISC,,,de,1
EZBDie,EZBDie,MISC,,,de,1
Podcast.,Podcast.,MISC,,,de,1
VDMA-Umfrage: Zwei Drittel der Maschinenbauer,VDMA-Umfrage: Zwei Drittel der Maschinenbauer,MISC,,,de,1
"Winter-WM When browsing with ads:
","Winter-WM When browsing with ads:
",MISC,,,de,1
ersten Weltkrieg,ersten Weltkrieg,MISC,,,de,1
CO₂-Emissionen,CO₂-Emissionen,MISC,,,de,1
Das Ende des Kapitalismus“,Das Ende des Kapitalismus“,MISC,,,de,1
"IRVING, Texas","IRVING, Texas",MISC,,,de,1
schottischen,schottischen,MISC,,,de,1
G…,G…,MISC,,,de,1
Seilbahn-Fachverband,Seilbahn-Fachverband,MISC,,,de,1
Fußballweltmeisterschaft,Fußballweltmeisterschaft,MISC,,,de,1
Mini-Wachstum.,Mini-Wachstum.,MISC,,,de,1
Deutschen 2022,Deutschen 2022,MISC,,,de,1
Im Schnitt,Im Schnitt,MISC,,,de,1
Fußballweltmeisterschaft 2022,Fußballweltmeisterschaft 2022,MISC,,,de,1
Streit über EU-Gaspreisdeckel,Streit über EU-Gaspreisdeckel,MISC,,,de,1
Fußball-WM in Katar,Fußball-WM in Katar,MISC,,,de,1
Zeit festsetzen…,Zeit festsetzen…,MISC,,,de,1
Ukraine Krieg,Ukraine Krieg,MISC,,,de,1
Deutschlands Deal,Deutschlands Deal,MISC,,,de,1
Mona…,Mona…,MISC,,,de,1
"Bestsellers,…","Bestsellers,…",MISC,,,de,1
Pnek vellele,Pnek vellele,MISC,,,de,1
SPD-General,SPD-General,MISC,,,de,1
Japanern lernen,Japanern lernen,MISC,,,de,1
Auf die Gesundheit,Auf die Gesundheit,MISC,,,de,1
UN-Klimakonferenz,UN-Klimakonferenz,MISC,,,de,1
Blackouts?,Blackouts?,MISC,,,de,1
Petersburger…,Petersburger…,MISC,,,de,1
Deutsch-Russisches Diskussionsforum,Deutsch-Russisches Diskussionsforum,MISC,,,de,1
lO Ghlupel,lO Ghlupel,MISC,,,de,1
Ukraine-Krieg: Grünen-Vorsitzende Lang: «Wladimir Putin,Ukraine-Krieg: Grünen-Vorsitzende Lang: «Wladimir Putin,MISC,,,de,1
Stromausfällen ko…,Stromausfällen ko…,MISC,,,de,1
Uul etteO ple,Uul etteO ple,MISC,,,de,1
Te…,Te…,MISC,,,de,1
Sas,Sas,MISC,,,de,1
China?,China?,MISC,,,de,1
Nasa.,Nasa.,MISC,,,de,1
Hessische,Hessische,MISC,,,de,1
Regional,Regional,MISC,,,de,1
Rotkäppchen,Rotkäppchen,MISC,,,de,1
Gaspreisbremse: Ein nutzloses Milliardengeschenk,Gaspreisbremse: Ein nutzloses Milliardengeschenk,MISC,,,de,1
Preisrabatt,Preisrabatt,MISC,,,de,1
Manches,Manches,MISC,,,de,1
PG),PG),MISC,,,de,1
Ranger,Ranger,MISC,,,de,1
… lp,… lp,MISC,,,de,1
Wärme mit Risiken,Wärme mit Risiken,MISC,,,de,1
Kruger-Nationalpark,Kruger-Nationalpark,MISC,,,de,1
Energiekrise: Die Kraft der Krise: Wie,Energiekrise: Die Kraft der Krise: Wie,MISC,,,de,1
EU-Kommission: Streit,EU-Kommission: Streit,MISC,,,de,1
Wasserkocher-Alternative.,Wasserkocher-Alternative.,MISC,,,de,1
Ab­schlussbericht,Ab­schlussbericht,MISC,,,de,1
"Katar, Fifa","Katar, Fifa",MISC,,,de,1
News: Fußball-WM,News: Fußball-WM,MISC,,,de,1
Bekenntnis,Bekenntnis,MISC,,,de,1
Deutsche LNG-Terminals,Deutsche LNG-Terminals,MISC,,,de,1
Mehrwegpflicht.,Mehrwegpflicht.,MISC,,,de,1
⛄ Reusch: 3-teiliges Winterset,⛄ Reusch: 3-teiliges Winterset,MISC,,,de,1
Ressourcen & Geld,Ressourcen & Geld,MISC,,,de,1
Kriege,Kriege,MISC,,,de,1
"Bestsellers, den","Bestsellers, den",MISC,,,de,1
Notfallm…,Notfallm…,MISC,,,de,1
Ukraine-Liveblog: ++ Ukraine,Ukraine-Liveblog: ++ Ukraine,MISC,,,de,1
Armut in,Armut in,MISC,,,de,1
ATX d…,ATX d…,MISC,,,de,1
Energiespar-Mythen: 5,Energiespar-Mythen: 5,MISC,,,de,1
erholen</li><li>15:02 Uhr,erholen</li><li>15:02 Uhr,MISC,,,de,1
ul><li>15:48,ul><li>15:48,MISC,,,de,1
Liveticker: +++ 13:18 Funde,Liveticker: +++ 13:18 Funde,MISC,,,de,1
Aus Liebe zum Kino,Aus Liebe zum Kino,MISC,,,de,1
Don…,Don…,MISC,,,de,1
Besorgnis der Deutschen,Besorgnis der Deutschen,MISC,,,de,1
Streit um EU-Gaspreisdeckel:,Streit um EU-Gaspreisdeckel:,MISC,,,de,1
Advents- und Weihnachtszeit,Advents- und Weihnachtszeit,MISC,,,de,1
Das Filmmuseum,Das Filmmuseum,MISC,,,de,1
Butter.,Butter.,MISC,,,de,1
BQ.1.1,BQ.1.1,MISC,,,de,1
Die Liebe zu Dating-Apps,Die Liebe zu Dating-Apps,MISC,,,de,1
data.ai.,data.ai.,MISC,,,de,1
Düsseldorfer,Düsseldorfer,MISC,,,de,1
Unsere Haut,Unsere Haut,MISC,,,de,1
VC,VC,MISC,,,de,1
"Vormonat,…","Vormonat,…",MISC,,,de,1
Lidl,Lidl,MISC,,,de,1
Cyber-Krieg,Cyber-Krieg,MISC,,,de,1
DFB-Stars,DFB-Stars,MISC,,,de,1
Moskaus Geheimdienstversagen,Moskaus Geheimdienstversagen,MISC,,,de,1
Gütsel.,Gütsel.,MISC,,,de,1
OWL,OWL,MISC,,,de,1
"Fußball-Weltmeisterschaft
","Fußball-Weltmeisterschaft
",MISC,,,de,1
Liveticker.,Liveticker.,MISC,,,de,1
Hanf-Produkten,Hanf-Produkten,MISC,,,de,1
We…,We…,MISC,,,de,1
Die Schweiz,Die Schweiz,MISC,,,de,1
Fußball-WM im Liveticker:,Fußball-WM im Liveticker:,MISC,,,de,1
Corona-Situation,Corona-Situation,MISC,,,de,1
Infektionsschutzgesetzes,Infektionsschutzgesetzes,MISC,,,de,1
THC-Werte,THC-Werte,MISC,,,de,1
Chaosumlage 2,Chaosumlage 2,MISC,,,de,1
Corona-Infektionszahlen,Corona-Infektionszahlen,MISC,,,de,1
Hohe Preise,Hohe Preise,MISC,,,de,1
"Krieges""  WEB.DE News
</li><li>","Krieges""  WEB.DE News
</li><li>",MISC,,,de,1
EU-Gaspreisdeckel.,EU-Gaspreisdeckel.,MISC,,,de,1
NAC… <ul><li>13:01,NAC… <ul><li>13:01,MISC,,,de,1
Tages:,Tages:,MISC,,,de,1
"China When browsing with ads:
","China When browsing with ads:
",MISC,,,de,1
LNG-Terminals.,LNG-Terminals.,MISC,,,de,1
"Kriegs: ""Unmöglich, so zu","Kriegs: ""Unmöglich, so zu",MISC,,,de,1
PC Games Podcast #10,PC Games Podcast #10,MISC,,,de,1
Evil West,Evil West,MISC,,,de,1
PC Games Podcast,PC Games Podcast,MISC,,,de,1
Dez…,Dez…,MISC,,,de,1
Angriffskrieg der,Angriffskrieg der,MISC,,,de,1
Russlands Angriffskrieg,Russlands Angriffskrieg,MISC,,,de,1
Evolutionär,Evolutionär,MISC,,,de,1
Nintendo Switch,Nintendo Switch,MISC,,,de,1
Kartoffel-Käse-Püree,Kartoffel-Käse-Püree,MISC,,,de,1
"Mali, Trennungskinder.","Mali, Trennungskinder.",MISC,,,de,1
Weltmeisterschaft,Weltmeisterschaft,MISC,,,de,1
Flucht nach der Befreiung,Flucht nach der Befreiung,MISC,,,de,1
Verteidigungspläne.,Verteidigungspläne.,MISC,,,de,1
Notstand in der Ukraine.,Notstand in der Ukraine.,MISC,,,de,1
Wärmestuben,Wärmestuben,MISC,,,de,1
Liveticker: +++ 11:52 Morawiecki,Liveticker: +++ 11:52 Morawiecki,MISC,,,de,1
Russland +++,Russland +++,MISC,,,de,1
Entwarnung bei Mazraoui.,Entwarnung bei Mazraoui.,MISC,,,de,1
WM 2022,WM 2022,MISC,,,de,1
Generatoren-Spenden,Generatoren-Spenden,MISC,,,de,1
Bundesnetzagentur,Bundesnetzagentur,MISC,,,de,1
Liveticker: +++ 03:18 EU-Parlamentspräsidentin,Liveticker: +++ 03:18 EU-Parlamentspräsidentin,MISC,,,de,1
Liveticker: +++ 06:24 Infrastruktur,Liveticker: +++ 06:24 Infrastruktur,MISC,,,de,1
Liveticker: +++ 14:15,Liveticker: +++ 14:15,MISC,,,de,1
Liveticker: +++ 12:36 EU,Liveticker: +++ 12:36 EU,MISC,,,de,1
Internet-Anwender,Internet-Anwender,MISC,,,de,1
Energiespargeräte,Energiespargeräte,MISC,,,de,1
Kein Gratis-Heizen!,Kein Gratis-Heizen!,MISC,,,de,1
Liveticker: +++ 10:31 Munz: Stalin-Vergleich,Liveticker: +++ 10:31 Munz: Stalin-Vergleich,MISC,,,de,1
Liveticker: +++ 10:00 Ungarn,Liveticker: +++ 10:00 Ungarn,MISC,,,de,1
Coronavirus: Bundesgesundheit…,Coronavirus: Bundesgesundheit…,MISC,,,de,1
HCI,HCI,MISC,,,de,1
Liveticker: +++ 13:57,Liveticker: +++ 13:57,MISC,,,de,1
"Deutschlandtag: Spahn: Aufpassen, dass ""Doppelwumms"" nicht verpufft.","Deutschlandtag: Spahn: Aufpassen, dass ""Doppelwumms"" nicht verpufft.",MISC,,,de,1
Russlands Schläge,Russlands Schläge,MISC,,,de,1
Emirat.,Emirat.,MISC,,,de,1
Schuldneratlas,Schuldneratlas,MISC,,,de,1
Die Stimme Berlins.,Die Stimme Berlins.,MISC,,,de,1
ZIB2,ZIB2,MISC,,,de,1
Absetzbewegung Xis,Absetzbewegung Xis,MISC,,,de,1
Kurilenstreits,Kurilenstreits,MISC,,,de,1
Krieges vor +++,Krieges vor +++,MISC,,,de,1
Das Wort,Das Wort,MISC,,,de,1
CDU-/CSU-Anfrage,CDU-/CSU-Anfrage,MISC,,,de,1
fünf Jahre zurück,fünf Jahre zurück,MISC,,,de,1
Wagner«-Söldner,Wagner«-Söldner,MISC,,,de,1
Bali,Bali,MISC,0.0,0.0,de,1
polnische,polnische,MISC,,,de,1
LN…,LN…,MISC,,,de,1
Ukraine-Krieg: Dissens über »Patriot«-Stationierung [Online-Abo].,Ukraine-Krieg: Dissens über »Patriot«-Stationierung [Online-Abo].,MISC,,,de,1
indonesische,indonesische,MISC,,,de,1
Krieges vor +++ Mehrheit,Krieges vor +++ Mehrheit,MISC,,,de,1
Berlin,Berlin,MISC,0.0,0.0,de,1
Finanzierungsplänen:,Finanzierungsplänen:,MISC,,,de,1
"Die Stimme Berlins
</li><li>","Die Stimme Berlins
</li><li>",MISC,,,de,1
Energiekrise: Wie,Energiekrise: Wie,MISC,,,de,1
Brief über August 2021,Brief über August 2021,MISC,,,de,1
Die große Hoffnung,Die große Hoffnung,MISC,,,de,1
Hbtnåslufo jtu,Hbtnåslufo jtu,MISC,,,de,1
Konferenz der OVKS-Staaten,Konferenz der OVKS-Staaten,MISC,,,de,1
Qsfjttufjhfsvohfo bo efo xfmuxfjufo,Qsfjttufjhfsvohfo bo efo xfmuxfjufo,MISC,,,de,1
Russlands Krieg:,Russlands Krieg:,MISC,,,de,1
Jahr zu Jahr,Jahr zu Jahr,MISC,,,de,1
CO₂-Ausstoß,CO₂-Ausstoß,MISC,,,de,1
Po…,Po…,MISC,,,de,1
Verbra…,Verbra…,MISC,,,de,1
tschetschenischen,tschetschenischen,MISC,,,de,1
Hoeg Esperanza,Hoeg Esperanza,MISC,,,de,1
Männliche Leichen,Männliche Leichen,MISC,,,de,1
Gas- und Stromspeicher,Gas- und Stromspeicher,MISC,,,de,1
Gasag.,Gasag.,MISC,,,de,1
Krieg: Mitgenommen.,Krieg: Mitgenommen.,MISC,,,de,1
Klimakonferenz in,Klimakonferenz in,MISC,,,de,1
Bayern-Botschafter,Bayern-Botschafter,MISC,,,de,1
nächsten Winter,nächsten Winter,MISC,,,de,1
Rekordtief.,Rekordtief.,MISC,,,de,1
Kra…,Kra…,MISC,,,de,1
Schuldneratlas: Weniger Überschuldung,Schuldneratlas: Weniger Überschuldung,MISC,,,de,1
Nachhaltige Infrarstruktur: Museen,Nachhaltige Infrarstruktur: Museen,MISC,,,de,1
Bayern Energie-Härtefallfonds,Bayern Energie-Härtefallfonds,MISC,,,de,1
News: G20,News: G20,MISC,,,de,1
G20-Gipfel,G20-Gipfel,MISC,,,de,1
KAI PFAFFENBACH/REUTERS,KAI PFAFFENBACH/REUTERS,MISC,,,de,1
Die Temperaturen,Die Temperaturen,MISC,,,de,1
SPIEGEL-Reporter,SPIEGEL-Reporter,MISC,,,de,1
nordkoreanischen,nordkoreanischen,MISC,,,de,1
Gashändler.,Gashändler.,MISC,,,de,1
Jetzt Wärmewende,Jetzt Wärmewende,MISC,,,de,1
"Gazprom-Tochter, die die","Gazprom-Tochter, die die",MISC,,,de,1
Arznei-Wirkstoffe,Arznei-Wirkstoffe,MISC,,,de,1
2000 Jahre alten Goldschatz,2000 Jahre alten Goldschatz,MISC,,,de,1
Die Nuklearrhetorik des Kremls,Die Nuklearrhetorik des Kremls,MISC,,,de,1
kanadischen,kanadischen,MISC,,,de,1
"Bundesliga: Drei Testspiele, ein Trainingslager","Bundesliga: Drei Testspiele, ein Trainingslager",MISC,,,de,1
ZTE.,ZTE.,MISC,,,de,1
japanische,japanische,MISC,,,de,1
HelsinkiNoch in diesem Jahr,HelsinkiNoch in diesem Jahr,MISC,,,de,1
jüdische,jüdische,MISC,,,de,1
Weiterlesen),Weiterlesen),MISC,,,de,1
"Krieg gegen die Ukraine: ""Krim","Krieg gegen die Ukraine: ""Krim",MISC,,,de,1
Gasspeicher-Füllstand knackt 100-Prozent-Marke.,Gasspeicher-Füllstand knackt 100-Prozent-Marke.,MISC,,,de,1
Inflation Reduction Act: Deutschland,Inflation Reduction Act: Deutschland,MISC,,,de,1
US-Industriesubventionen.,US-Industriesubventionen.,MISC,,,de,1
Buy European Act“,Buy European Act“,MISC,,,de,1
russischen Justizministeriums,russischen Justizministeriums,MISC,,,de,1
OMV-Chef,OMV-Chef,MISC,,,de,1
M…,M…,MISC,,,de,1
afrikanischer,afrikanischer,MISC,,,de,1
NielsenIQ,NielsenIQ,MISC,,,de,1
Vormonat,Vormonat,MISC,,,de,1
Bunde…,Bunde…,MISC,,,de,1
Kreml-Launen.,Kreml-Launen.,MISC,,,de,1
Die Schneewurst kommt!,Die Schneewurst kommt!,MISC,,,de,1
Genozid,Genozid,MISC,,,de,1
Tag für Wi…,Tag für Wi…,MISC,,,de,1
Blaues Auge,Blaues Auge,MISC,,,de,1
Mars: Winter lässt Polkappen,Mars: Winter lässt Polkappen,MISC,,,de,1
Wettervorhersage: Winter,Wettervorhersage: Winter,MISC,,,de,1
Smart-Home-Produkte von Aqara.,Smart-Home-Produkte von Aqara.,MISC,,,de,1
Ludwigsburger Tarifabschlusses,Ludwigsburger Tarifabschlusses,MISC,,,de,1
Glasgow-Konferenz?,Glasgow-Konferenz?,MISC,,,de,1
Hamburger Winter,Hamburger Winter,MISC,,,de,1
